,seed_term,terms,value,type
355,대기오염,적극,0.2612212300300598,R
356,대기오염,오존,0.37449684739112854,R
357,대기오염,염증,-0.01882833242416382,R
358,대기오염,단계,0.3206867575645447,R
359,대기오염,건강,0.13463687896728516,R
360,대기오염,전문점,-0.30133575201034546,R
361,대기오염,피부,-0.051379233598709106,R
362,대기오염,경력,-0.07148130238056183,R
363,대기오염,초등,-0.17096200585365295,R
364,대기오염,기업,0.008361583575606346,R
365,대기오염,호흡기,0.19877801835536957,R
366,대기오염,공원,-0.05966527760028839,R
367,대기오염,투자,0.023938028141856194,R
368,대기오염,국산,-0.04068213701248169,R
369,대기오염,두피,-0.08047062903642654,R
370,대기오염,사용,0.21786147356033325,R
371,대기오염,나무,-0.02609076164662838,R
372,대기오염,어린이,0.08223303407430649,R
373,대기오염,사망,0.06716915220022202,R
374,대기오염,차량,0.185862198472023,R
375,대기오염,대나무,-0.2512204051017761,R
376,대기오염,음식점,-0.0017381594516336918,R
377,대기오염,증상,0.03803785517811775,R
378,대기오염,소독,-0.03960525989532471,R
379,대기오염,교체,0.03317578136920929,R
380,대기오염,확인,0.30776485800743103,R
381,대기오염,관련,0.2589038908481598,R
382,대기오염,연구,0.19055834412574768,R
383,대기오염,색상,-0.17067354917526245,R
384,대기오염,탄소,0.2288259118795395,R
385,대기오염,보도,-0.01648312620818615,R
386,대기오염,상황,0.2890201210975647,R
387,대기오염,완화,0.1522524207830429,R
388,대기오염,공장,0.22963695228099823,R
389,대기오염,기능,0.10185489058494568,R
390,대기오염,교육,-0.06689231842756271,R
391,대기오염,즈,-0.11025218665599823,R
392,대기오염,관심,0.12812606990337372,R
393,대기오염,성공,-0.03291245922446251,R
394,대기오염,지하철,0.04683130607008934,R
395,대기오염,속,0.1076102927327156,R
396,대기오염,악영향,0.11766459792852402,R
397,대기오염,비용,0.19645845890045166,R
398,대기오염,지구대,-0.08809860050678253,R
399,대기오염,오존층,0.01448370423167944,R
400,대기오염,방사,-0.1777181774377823,R
401,대기오염,등급,0.11813830584287643,R
402,대기오염,기준,0.2958163321018219,R
403,대기오염,대두,0.27358803153038025,R
404,대기오염,휴교령,-0.14983871579170227,R
405,대기오염,동학,-0.2100365161895752,R
406,대기오염,현상,0.18764224648475647,R
407,대기오염,관내,0.026702914386987686,R
408,대기오염,공단,0.2568748891353607,R
409,대기오염,소속,-0.279901385307312,R
410,대기오염,상당,0.27946364879608154,R
411,대기오염,신화,-0.24385416507720947,R
412,대기오염,논문,-0.007990925572812557,R
413,대기오염,환경,0.41345351934432983,R
414,대기오염,날,0.08523808419704437,R
415,대기오염,정책,0.15642908215522766,R
416,대기오염,지표,0.09857620298862457,R
417,대기오염,콘,-0.0846240445971489,R
418,대기오염,정상,0.06908561289310455,R
419,대기오염,블레오마이신,-0.027643991634249687,R
420,대기오염,가스,0.32052984833717346,R
421,대기오염,구름,-0.09113389998674393,R
422,대기오염,노동,-0.07404065132141113,R
423,대기오염,종목,-0.21428881585597992,R
424,대기오염,변국,0.21901066601276398,R
425,대기오염,심기,-0.08403714001178741,R
426,대기오염,량,0.3112424910068512,R
427,대기오염,위험,0.30690997838974,R
428,대기오염,폐암,0.08688006550073624,R
429,대기오염,체계,0.18051210045814514,R
430,대기오염,주목,0.13328196108341217,R
431,대기오염,눈앞,-0.1046450063586235,R
432,대기오염,예보,0.163082554936409,R
433,대기오염,최신,0.28521132469177246,R
434,대기오염,경우,0.40025535225868225,R
435,대기오염,신흥,-0.08954014629125595,R
436,대기오염,환산,0.13930468261241913,R
437,대기오염,옥상,-0.05571191385388374,R
438,대기오염,심장병,0.0549553819000721,R
439,대기오염,근로자,0.12650950253009796,R
440,대기오염,산성화,0.10102730244398117,R
441,대기오염,수준,0.34880420565605164,R
442,대기오염,차,-0.0705675408244133,R
443,대기오염,반대,0.017383579164743423,R
444,대기오염,친환경,0.17058244347572327,R
445,대기오염,요즘,-0.13490551710128784,R
446,대기오염,색인,-0.24683138728141785,R
447,대기오염,조,-0.057009387761354446,R
448,대기오염,놀이,-0.1703636199235916,R
449,대기오염,제한,0.26559707522392273,R
450,대기오염,보일러,0.1374640166759491,R
451,대기오염,미립자,0.2654617726802826,R
452,대기오염,예상,0.17887943983078003,R
453,대기오염,평소,0.12615443766117096,R
454,대기오염,수요,0.20723319053649902,R
455,대기오염,농도,0.3305787146091461,R
456,대기오염,근거,0.16383172571659088,R
457,대기오염,수급,-0.019128046929836273,R
458,대기오염,행정,0.06618236005306244,R
459,대기오염,문제,0.30388426780700684,R
460,대기오염,질환,0.10090728104114532,R
461,대기오염,저공해차,0.0016081283101812005,R
462,대기오염,최근,0.234574094414711,R
463,대기오염,효율,0.3551448583602905,R
464,대기오염,사람,-0.05508046597242355,R
465,대기오염,창업자,-0.4207923412322998,R
466,대기오염,주민,0.14557397365570068,R
467,대기오염,곳곳,0.20570704340934753,R
468,대기오염,비율,0.2468460649251938,R
469,대기오염,섬유,-0.0924956351518631,R
470,대기오염,신호,-0.01073804683983326,R
471,대기오염,굴진,-0.08365684747695923,R
472,대기오염,특징,0.1636466383934021,R
473,대기오염,증가,0.36846113204956055,R
474,대기오염,분류,0.21661289036273956,R
475,대기오염,체감,0.2072494477033615,R
476,대기오염,터널,-0.07948516309261322,R
477,대기오염,휴식처,-0.11607836931943893,R
478,대기오염,평상시,0.09199853986501694,R
479,대기오염,수양,-0.2251548022031784,R
480,대기오염,유병,0.03712884709239006,R
481,대기오염,수,0.03457102179527283,R
482,대기오염,휘발유,0.0219904575496912,R
483,대기오염,오염,0.4216451942920685,R
484,대기오염,번호판,-0.09794127196073532,R
485,대기오염,알레르기성,-0.15546758472919464,R
486,대기오염,방지,0.17756134271621704,R
487,대기오염,소나무,0.0031964497175067663,R
488,대기오염,폐,0.05386195704340935,R
489,대기오염,급증,0.10225266218185425,R
490,대기오염,폐쇄성,-0.08844131231307983,R
491,대기오염,이산화,0.15834343433380127,R
492,대기오염,심장,-0.04576987400650978,R
493,대기오염,지상,0.14211887121200562,R
494,대기오염,차단,0.24493499100208282,R
495,대기오염,교,-0.13585935533046722,R
496,대기오염,중산,-0.06952275335788727,R
497,대기오염,마련,0.17659679055213928,R
498,대기오염,측정,0.28069478273391724,R
499,대기오염,경보,0.07006105035543442,R
500,대기오염,정도,0.33198079466819763,R
501,대기오염,석재,0.01373166311532259,R
502,대기오염,처,-0.2635471224784851,R
503,대기오염,구입,-0.11554097384214401,R
504,대기오염,실내,0.12942467629909515,R
505,대기오염,공공,0.026102926582098007,R
506,대기오염,간,0.1708482801914215,R
507,대기오염,산소,0.09280906617641449,R
508,대기오염,도,0.31006211042404175,R
509,대기오염,대책,0.2514052987098694,R
510,대기오염,활동,0.14392554759979248,R
511,대기오염,실외,0.10628949850797653,R
512,대기오염,과다,0.19102607667446136,R
513,대기오염,창업,-0.3710939288139343,R
514,대기오염,서면,-0.0014807861298322678,R
515,대기오염,비염,-0.11429508775472641,R
516,대기오염,국가,0.27353012561798096,R
517,대기오염,국제,0.04581893980503082,R
518,대기오염,전문가,0.026102643460035324,R
519,대기오염,상아,-0.13500326871871948,R
520,대기오염,나흘,-0.11839860677719116,R
521,대기오염,육성,-0.16555902361869812,R
522,대기오염,감소,0.2842920124530792,R
523,대기오염,야외,-0.08816306293010712,R
524,대기오염,대표,0.0027195659931749105,R
525,대기오염,소아,-0.14830772578716278,R
526,대기오염,기도,-0.019155895337462425,R
527,대기오염,학술지,-0.19194933772087097,R
528,대기오염,필요,0.2710826098918915,R
529,대기오염,세계,0.07327976077795029,R
530,대기오염,해역,0.12367264181375504,R
531,대기오염,개선,0.26162758469581604,R
532,대기오염,해,0.23042581975460052,R
533,대기오염,낭패,-0.24737876653671265,R
534,대기오염,각층,-0.21079756319522858,R
535,대기오염,면모,-0.13797876238822937,R
536,대기오염,정부,0.24613898992538452,R
537,대기오염,일진,-0.08422452956438065,R
538,대기오염,산지,-0.1400783807039261,R
539,대기오염,팀,-0.10312051326036453,R
540,대기오염,일명,-0.0010559211950749159,R
541,대기오염,산업,0.09007866680622101,R
542,대기오염,생태,0.18660886585712433,R
543,대기오염,호흡기계,0.09254585206508636,R
544,대기오염,지난해,0.14517270028591156,R
545,대기오염,기온,0.07685546576976776,R
546,대기오염,배,0.19312313199043274,R
547,대기오염,글로벌,-0.15724901854991913,R
548,대기오염,심혈,0.08803939819335938,R
549,대기오염,몸살,0.10085735470056534,R
550,대기오염,기침,-0.10757845640182495,R
551,대기오염,재정,0.07310136407613754,R
552,대기오염,내용,0.11736197769641876,R
553,대기오염,교외,0.17226557433605194,R
554,대기오염,운동,0.02025754190981388,R
555,대기오염,평균,0.26736903190612793,R
556,대기오염,경매,-0.21002043783664703,R
557,대기오염,기관,0.16496962308883667,R
558,대기오염,사실,0.2585375905036926,R
559,대기오염,감산,0.035588253289461136,R
560,대기오염,수단,0.12668880820274353,R
561,대기오염,유발,0.18220683932304382,R
562,대기오염,고통,0.2428414523601532,R
563,대기오염,건담,-0.24425671994686127,R
564,대기오염,발표,0.2938404083251953,R
565,대기오염,인근,0.1858735978603363,R
566,대기오염,반응,0.06376994401216507,R
567,대기오염,초목,-0.059881217777729034,R
568,대기오염,예방,0.12141890078783035,R
569,대기오염,열기,-0.040440287441015244,R
570,대기오염,가운데,0.3189285099506378,R
571,대기오염,마비,-0.0038217997644096613,R
572,대기오염,생존,0.018514124676585197,R
573,대기오염,자체,0.3180514872074127,R
574,대기오염,대기오염,1.0,R
575,대기오염,참여,0.07599146664142609,R
576,대기오염,가래,-0.18466614186763763,R
577,대기오염,보호,0.11725965887308121,R
578,대기오염,인식,0.28666219115257263,R
579,대기오염,지구촌,0.03105114959180355,R
580,대기오염,측정기,0.09791447967290878,R
581,대기오염,질병,0.19308942556381226,R
582,대기오염,시민,0.1569325029850006,R
583,대기오염,광산,-0.014806819148361683,R
584,대기오염,과학,0.060324352234601974,R
585,대기오염,억제,0.25314947962760925,R
586,대기오염,이내,0.22004680335521698,R
587,대기오염,상공,-0.009496399201452732,R
588,대기오염,의무,0.20613321661949158,R
589,대기오염,배기가스,0.369168221950531,R
590,대기오염,도움,0.08940257877111435,R
591,대기오염,선생,-0.2484864592552185,R
592,대기오염,원인,0.19834470748901367,R
593,대기오염,자동차,0.2562745213508606,R
594,대기오염,이름,-0.19594064354896545,R
595,대기오염,손실,-0.04339135065674782,R
596,대기오염,산정,0.1691650152206421,R
597,대기오염,생활,0.1746949404478073,R
598,대기오염,곤란,0.15862837433815002,R
599,대기오염,패턴,0.022987840697169304,R
600,대기오염,활용,0.22396820783615112,R
601,대기오염,직업,-0.09862847626209259,R
602,대기오염,유입,0.2718009948730469,R
603,대기오염,수도,0.23533670604228973,R
604,대기오염,소재,-0.0048385788686573505,R
605,대기오염,말,0.3439083993434906,R
606,대기오염,환경부,0.25095847249031067,R
607,대기오염,폐활량,0.1563999503850937,R
608,대기오염,만성,0.09233719110488892,R
609,대기오염,사업,0.04951849207282066,R
610,대기오염,선박,0.15822286903858185,R
611,대기오염,노폐물,-0.0918678268790245,R
612,대기오염,양회,-0.13456524908542633,R
613,대기오염,최대,0.26793885231018066,R
614,대기오염,황산화물,0.21639734506607056,R
615,대기오염,조직,-0.2224898338317871,R
616,대기오염,저감,0.35402560234069824,R
617,대기오염,사업장,0.2757812738418579,R
618,대기오염,임직원,-0.37256181240081787,R
619,대기오염,운영,0.23757793009281158,R
620,대기오염,부제,-0.0914180651307106,R
621,대기오염,농작물,0.13353797793388367,R
622,대기오염,기대,0.31312689185142517,R
623,대기오염,조절,0.054241910576820374,R
624,대기오염,개정안,-0.034805379807949066,R
625,대기오염,피부염,-0.10069213807582855,R
626,대기오염,연료,0.11894161254167557,R
627,대기오염,숨,-0.02569347806274891,R
628,대기오염,생태계,0.1877783238887787,R
629,대기오염,벌레,-0.10771426558494568,R
630,대기오염,연간,0.2938273847103119,R
631,대기오염,적용,0.23952896893024445,R
632,대기오염,온난화,0.21837879717350006,R
633,대기오염,밝기,0.02192990854382515,R
634,대기오염,분비,-0.12443270534276962,R
635,대기오염,아이,-0.12380222231149673,R
636,대기오염,자극,-0.08124365657567978,R
637,대기오염,성장률,-0.05749104171991348,R
638,대기오염,여천,0.0735030397772789,R
639,대기오염,결과,0.33355364203453064,R
640,대기오염,불편,0.09475453197956085,R
641,대기오염,탄광,-0.16172248125076294,R
642,대기오염,허가,0.05560055375099182,R
643,대기오염,각광,0.06055310368537903,R
644,대기오염,상태,0.1335606575012207,R
645,대기오염,점,0.3195662796497345,R
646,대기오염,작품,-0.31558164954185486,R
647,대기오염,현대인,0.08253119140863419,R
648,대기오염,관,-0.1219746470451355,R
649,대기오염,판단,0.33363062143325806,R
650,대기오염,각종,0.42444169521331787,R
651,대기오염,생산,0.16276775300502777,R
652,대기오염,악화,0.2285914421081543,R
653,대기오염,아토피,0.07139267027378082,R
654,대기오염,배출,0.39133238792419434,R
655,대기오염,흡수력,0.13158471882343292,R
656,대기오염,기관지염,-0.04109633341431618,R
657,대기오염,전망,0.1400543451309204,R
658,대기오염,눈,0.05975692346692085,R
659,대기오염,온실가스,0.40769651532173157,R
660,대기오염,인성,-0.20287054777145386,R
661,대기오염,도시,0.30704501271247864,R
662,대기오염,시설,0.262538880109787,R
663,대기오염,대기,0.6331797242164612,R
664,대기오염,경유,0.02519669383764267,R
665,대기오염,치료,-0.08488143235445023,R
666,대기오염,외부,0.2758297026157379,R
667,대기오염,산책,-0.15247970819473267,R
668,대기오염,회사,-0.21206584572792053,R
669,대기오염,여부,0.2867324948310852,R
670,대기오염,실제,0.3603639602661133,R
671,대기오염,노후,0.272896409034729,R
672,대기오염,주변,0.18952344357967377,R
673,대기오염,함유,-0.05158225819468498,R
674,대기오염,부분,0.219288632273674,R
675,대기오염,실시,0.26818352937698364,R
676,대기오염,밸런스,-0.16166460514068604,R
677,대기오염,목소리,-0.010349445044994354,R
678,대기오염,숲,0.13421836495399475,R
679,대기오염,후성,-0.14699935913085938,R
680,대기오염,효과,0.3191886246204376,R
681,대기오염,찜질방,0.04487685114145279,R
682,대기오염,동변,-0.3754003047943115,R
683,대기오염,일기,-0.1318632960319519,R
684,대기오염,배터리,-0.07061313837766647,R
685,대기오염,인용,-0.07029767334461212,R
686,대기오염,법규,0.11090970039367676,R
687,대기오염,불안,0.10945204645395279,R
688,대기오염,검사,-0.02989211492240429,R
689,대기오염,오염도,0.4177950322628021,R
690,대기오염,선진국,0.21276560425758362,R
691,대기오염,이상,0.2654231786727905,R
692,대기오염,심신,-0.13336201012134552,R
693,대기오염,비,0.11860417574644089,R
694,대기오염,리얼,-0.24059109389781952,R
695,대기오염,조기,0.20281726121902466,R
696,대기오염,영향,0.33002570271492004,R
697,대기오염,뇌졸중,0.13677087426185608,R
698,대기오염,면역,-0.08594690263271332,R
699,대기오염,수혜,-0.08730030059814453,R
700,대기오염,상하,-0.08932259678840637,R
701,대기오염,영월군,-0.07367322593927383,R
702,대기오염,수명,0.17515914142131805,R
703,대기오염,시멘트,0.06993342190980911,R
704,대기오염,빛,0.022088348865509033,R
705,대기오염,식생,0.1594279259443283,R
706,대기오염,권역,0.15366432070732117,R
